index,der_word,subtitle_ind,eng_sent,video_code,start,end,tokens,movie_dir,sinc
2378,head,395,"Um, you know.  - Pull your head out of your ass, Richard.",SI101,1167630,1170540,um you know  pull your head out of your ass richard,./silicon,F
2379,out,395,"Um, you know.  - Pull your head out of your ass, Richard.",SI101,1167630,1170540,um you know  pull your head out of your ass richard,./silicon,F
2380,of,395,"Um, you know.  - Pull your head out of your ass, Richard.",SI101,1167630,1170540,um you know  pull your head out of your ass richard,./silicon,F
2381,your,395,"Um, you know.  - Pull your head out of your ass, Richard.",SI101,1167630,1170540,um you know  pull your head out of your ass richard,./silicon,F
2382,ass,395,"Um, you know.  - Pull your head out of your ass, Richard.",SI101,1167630,1170540,um you know  pull your head out of your ass richard,./silicon,F
2383,richard,395,"Um, you know.  - Pull your head out of your ass, Richard.",SI101,1167630,1170540,um you know  pull your head out of your ass richard,./silicon,F
2384,i'm,396,I'm offering you four  million dollars right now.,SI101,1170550,1175410,i'm offering you four million dollars right now,./silicon,F
2385,offering,396,I'm offering you four  million dollars right now.,SI101,1170550,1175410,i'm offering you four million dollars right now,./silicon,F
2386,you,396,I'm offering you four  million dollars right now.,SI101,1170550,1175410,i'm offering you four million dollars right now,./silicon,F
2387,four,396,I'm offering you four  million dollars right now.,SI101,1170550,1175410,i'm offering you four million dollars right now,./silicon,F
2388,million,396,I'm offering you four  million dollars right now.,SI101,1170550,1175410,i'm offering you four million dollars right now,./silicon,F
2389,dollars,396,I'm offering you four  million dollars right now.,SI101,1170550,1175410,i'm offering you four million dollars right now,./silicon,F
2390,right,396,I'm offering you four  million dollars right now.,SI101,1170550,1175410,i'm offering you four million dollars right now,./silicon,F
2391,now,396,I'm offering you four  million dollars right now.,SI101,1170550,1175410,i'm offering you four million dollars right now,./silicon,F
2392,i'm,397,I'm...,SI101,1175420,1178160,i'm,./silicon,F
2393,that,398,That is a lot of money.,SI101,1178170,1183080,that is lot of money,./silicon,F
2394,is,398,That is a lot of money.,SI101,1178170,1183080,that is lot of money,./silicon,F
2395,lot,398,That is a lot of money.,SI101,1178170,1183080,that is lot of money,./silicon,F
2396,of,398,That is a lot of money.,SI101,1178170,1183080,that is lot of money,./silicon,F
2397,money,398,That is a lot of money.,SI101,1178170,1183080,that is lot of money,./silicon,F
2398,you,399,"You know, I actually have to...",SI101,1183090,1184830,you know i actually have to,./silicon,F
2399,know,399,"You know, I actually have to...",SI101,1183090,1184830,you know i actually have to,./silicon,F
2400,i,399,"You know, I actually have to...",SI101,1183090,1184830,you know i actually have to,./silicon,F
2401,actually,399,"You know, I actually have to...",SI101,1183090,1184830,you know i actually have to,./silicon,F
2402,have,399,"You know, I actually have to...",SI101,1183090,1184830,you know i actually have to,./silicon,F
2403,to,399,"You know, I actually have to...",SI101,1183090,1184830,you know i actually have to,./silicon,F
2404,i've,400,I've got to go to the bathroom.,SI101,1184840,1187180,i've got to go to bathroom,./silicon,F
2405,got,400,I've got to go to the bathroom.,SI101,1184840,1187180,i've got to go to bathroom,./silicon,F
2406,to,400,I've got to go to the bathroom.,SI101,1184840,1187180,i've got to go to bathroom,./silicon,F
2407,go,400,I've got to go to the bathroom.,SI101,1184840,1187180,i've got to go to bathroom,./silicon,F
2408,to,400,I've got to go to the bathroom.,SI101,1184840,1187180,i've got to go to bathroom,./silicon,F
2409,bathroom,400,I've got to go to the bathroom.,SI101,1184840,1187180,i've got to go to bathroom,./silicon,F
2410,i've,401,I've got to pee.,SI101,1187180,1188640,i've got to pee,./silicon,F
2411,got,401,I've got to pee.,SI101,1187180,1188640,i've got to pee,./silicon,F
2412,to,401,I've got to pee.,SI101,1187180,1188640,i've got to pee,./silicon,F
2413,pee,401,I've got to pee.,SI101,1187180,1188640,i've got to pee,./silicon,F
2414,it's,402,It's desperate. I'm bursting.,SI101,1188650,1191090,it's desperate i'm bursting,./silicon,F
2415,desperate,402,It's desperate. I'm bursting.,SI101,1188650,1191090,it's desperate i'm bursting,./silicon,F
2416,i'm,402,It's desperate. I'm bursting.,SI101,1188650,1191090,it's desperate i'm bursting,./silicon,F
2417,bursting,402,It's desperate. I'm bursting.,SI101,1188650,1191090,it's desperate i'm bursting,./silicon,F
2418,i'll,403,"I'll be right back, but right now...",SI101,1191100,1192840,i'll be right back but right now,./silicon,F
2419,be,403,"I'll be right back, but right now...",SI101,1191100,1192840,i'll be right back but right now,./silicon,F
2420,right,403,"I'll be right back, but right now...",SI101,1191100,1192840,i'll be right back but right now,./silicon,F
2421,back,403,"I'll be right back, but right now...",SI101,1191100,1192840,i'll be right back but right now,./silicon,F
2422,but,403,"I'll be right back, but right now...",SI101,1191100,1192840,i'll be right back but right now,./silicon,F
2423,right,403,"I'll be right back, but right now...",SI101,1191100,1192840,i'll be right back but right now,./silicon,F
2424,now,403,"I'll be right back, but right now...",SI101,1191100,1192840,i'll be right back but right now,./silicon,F
2425,ok,404,"Ok, 10 million.",SI101,1192850,1194180,ok million,./silicon,F
2426,million,404,"Ok, 10 million.",SI101,1192850,1194180,ok million,./silicon,F
2427,no,405,No. Maybe.,SI101,1194190,1196860,no maybe,./silicon,F
2428,maybe,405,No. Maybe.,SI101,1194190,1196860,no maybe,./silicon,F
2429,i,406,I didn't mean to snap at you.,SI101,1196860,1198020,i didn't mean to snap at you,./silicon,F
2430,didn't,406,I didn't mean to snap at you.,SI101,1196860,1198020,i didn't mean to snap at you,./silicon,F
2431,mean,406,I didn't mean to snap at you.,SI101,1196860,1198020,i didn't mean to snap at you,./silicon,F
2432,to,406,I didn't mean to snap at you.,SI101,1196860,1198020,i didn't mean to snap at you,./silicon,F
2433,snap,406,I didn't mean to snap at you.,SI101,1196860,1198020,i didn't mean to snap at you,./silicon,F
2434,at,406,I didn't mean to snap at you.,SI101,1196860,1198020,i didn't mean to snap at you,./silicon,F
2435,you,406,I didn't mean to snap at you.,SI101,1196860,1198020,i didn't mean to snap at you,./silicon,F
2436,i'll,407,I'll talk... in a bit.,SI101,1198020,1200770,i'll talk in bit,./silicon,F
2437,talk,407,I'll talk... in a bit.,SI101,1198020,1200770,i'll talk in bit,./silicon,F
2438,in,407,I'll talk... in a bit.,SI101,1198020,1200770,i'll talk in bit,./silicon,F
2439,bit,407,I'll talk... in a bit.,SI101,1198020,1200770,i'll talk in bit,./silicon,F
2440,won't,408,Won't be long.,SI101,1200780,1201810,won't be long,./silicon,F
2441,be,408,Won't be long.,SI101,1200780,1201810,won't be long,./silicon,F
2442,long,408,Won't be long.,SI101,1200780,1201810,won't be long,./silicon,F
2443,little,409,Little more about me.,SI101,1208420,1209860,little more about me,./silicon,F
2444,more,409,Little more about me.,SI101,1208420,1209860,little more about me,./silicon,F
2445,about,409,Little more about me.,SI101,1208420,1209860,little more about me,./silicon,F
2446,me,409,Little more about me.,SI101,1208420,1209860,little more about me,./silicon,F
2447,i,410,I am the founder of Aviato.,SI101,1209870,1211410,i am founder of aviato,./silicon,F
2448,am,410,I am the founder of Aviato.,SI101,1209870,1211410,i am founder of aviato,./silicon,F
2449,founder,410,I am the founder of Aviato.,SI101,1209870,1211410,i am founder of aviato,./silicon,F
2450,of,410,I am the founder of Aviato.,SI101,1209870,1211410,i am founder of aviato,./silicon,F
2451,aviato,410,I am the founder of Aviato.,SI101,1209870,1211410,i am founder of aviato,./silicon,F
2452,and,411,And I own a very small  percentage of Grindr.,SI101,1211420,1214030,and i own very small percentage of grindr,./silicon,F
2453,i,411,And I own a very small  percentage of Grindr.,SI101,1211420,1214030,and i own very small percentage of grindr,./silicon,F
2454,own,411,And I own a very small  percentage of Grindr.,SI101,1211420,1214030,and i own very small percentage of grindr,./silicon,F
2455,very,411,And I own a very small  percentage of Grindr.,SI101,1211420,1214030,and i own very small percentage of grindr,./silicon,F
2456,small,411,And I own a very small  percentage of Grindr.,SI101,1211420,1214030,and i own very small percentage of grindr,./silicon,F
2457,percentage,411,And I own a very small  percentage of Grindr.,SI101,1211420,1214030,and i own very small percentage of grindr,./silicon,F
2458,of,411,And I own a very small  percentage of Grindr.,SI101,1211420,1214030,and i own very small percentage of grindr,./silicon,F
2459,grindr,411,And I own a very small  percentage of Grindr.,SI101,1211420,1214030,and i own very small percentage of grindr,./silicon,F
2460,it's,412,It's a men to men dating site,SI101,1214040,1216950,it's men to men dating site,./silicon,F
2461,men,412,It's a men to men dating site,SI101,1214040,1216950,it's men to men dating site,./silicon,F
2462,to,412,It's a men to men dating site,SI101,1214040,1216950,it's men to men dating site,./silicon,F
2463,men,412,It's a men to men dating site,SI101,1214040,1216950,it's men to men dating site,./silicon,F
2464,dating,412,It's a men to men dating site,SI101,1214040,1216950,it's men to men dating site,./silicon,F
2465,site,412,It's a men to men dating site,SI101,1214040,1216950,it's men to men dating site,./silicon,F
2466,where,413,where you can find other  men within 10 miles of you.,SI101,1216960,1218780,where you can find other men within miles of you,./silicon,F
2467,you,413,where you can find other  men within 10 miles of you.,SI101,1216960,1218780,where you can find other men within miles of you,./silicon,F
2468,can,413,where you can find other  men within 10 miles of you.,SI101,1216960,1218780,where you can find other men within miles of you,./silicon,F
2469,find,413,where you can find other  men within 10 miles of you.,SI101,1216960,1218780,where you can find other men within miles of you,./silicon,F
2470,other,413,where you can find other  men within 10 miles of you.,SI101,1216960,1218780,where you can find other men within miles of you,./silicon,F
2471,men,413,where you can find other  men within 10 miles of you.,SI101,1216960,1218780,where you can find other men within miles of you,./silicon,F
2472,within,413,where you can find other  men within 10 miles of you.,SI101,1216960,1218780,where you can find other men within miles of you,./silicon,F
2473,miles,413,where you can find other  men within 10 miles of you.,SI101,1216960,1218780,where you can find other men within miles of you,./silicon,F
2474,of,413,where you can find other  men within 10 miles of you.,SI101,1216960,1218780,where you can find other men within miles of you,./silicon,F
2475,you,413,where you can find other  men within 10 miles of you.,SI101,1216960,1218780,where you can find other men within miles of you,./silicon,F
2476,interested,414,Interested in having sexual  intercourse in a public restroom.,SI101,1218790,1221790,interested in having sexual intercourse in public restroom,./silicon,F
2477,in,414,Interested in having sexual  intercourse in a public restroom.,SI101,1218790,1221790,interested in having sexual intercourse in public restroom,./silicon,F
2478,having,414,Interested in having sexual  intercourse in a public restroom.,SI101,1218790,1221790,interested in having sexual intercourse in public restroom,./silicon,F
2479,sexual,414,Interested in having sexual  intercourse in a public restroom.,SI101,1218790,1221790,interested in having sexual intercourse in public restroom,./silicon,F
2480,intercourse,414,Interested in having sexual  intercourse in a public restroom.,SI101,1218790,1221790,interested in having sexual intercourse in public restroom,./silicon,F
2481,in,414,Interested in having sexual  intercourse in a public restroom.,SI101,1218790,1221790,interested in having sexual intercourse in public restroom,./silicon,F
2482,public,414,Interested in having sexual  intercourse in a public restroom.,SI101,1218790,1221790,interested in having sexual intercourse in public restroom,./silicon,F
2483,restroom,414,Interested in having sexual  intercourse in a public restroom.,SI101,1218790,1221790,interested in having sexual intercourse in public restroom,./silicon,F
2484,in,415,In the homosexual community  there's sometimes anonymous...,SI101,1221800,1224990,in homosexual community there's sometimes anonymous,./silicon,F
2485,homosexual,415,In the homosexual community  there's sometimes anonymous...,SI101,1221800,1224990,in homosexual community there's sometimes anonymous,./silicon,F
2486,community,415,In the homosexual community  there's sometimes anonymous...,SI101,1221800,1224990,in homosexual community there's sometimes anonymous,./silicon,F
2487,there's,415,In the homosexual community  there's sometimes anonymous...,SI101,1221800,1224990,in homosexual community there's sometimes anonymous,./silicon,F
2488,sometimes,415,In the homosexual community  there's sometimes anonymous...,SI101,1221800,1224990,in homosexual community there's sometimes anonymous,./silicon,F
2489,anonymous,415,In the homosexual community  there's sometimes anonymous...,SI101,1221800,1224990,in homosexual community there's sometimes anonymous,./silicon,F
2490,i,416,I know what Grindr is.,SI101,1225000,1226340,i know what grindr is,./silicon,F
2491,know,416,I know what Grindr is.,SI101,1225000,1226340,i know what grindr is,./silicon,F
2492,what,416,I know what Grindr is.,SI101,1225000,1226340,i know what grindr is,./silicon,F
2493,grindr,416,I know what Grindr is.,SI101,1225000,1226340,i know what grindr is,./silicon,F
2494,is,416,I know what Grindr is.,SI101,1225000,1226340,i know what grindr is,./silicon,F
2495,i,417,I have gay friends.,SI101,1226350,1227730,i have gay friends,./silicon,F
2496,have,417,I have gay friends.,SI101,1226350,1227730,i have gay friends,./silicon,F
2497,gay,417,I have gay friends.,SI101,1226350,1227730,i have gay friends,./silicon,F
2498,friends,417,I have gay friends.,SI101,1226350,1227730,i have gay friends,./silicon,F
2499,so,418,So you will survive.,SI101,1238560,1240360,so you will survive,./silicon,F
2500,you,418,So you will survive.,SI101,1238560,1240360,so you will survive,./silicon,F
2501,will,418,So you will survive.,SI101,1238560,1240360,so you will survive,./silicon,F
2502,survive,418,So you will survive.,SI101,1238560,1240360,so you will survive,./silicon,F
2503,it's,419,It's just a garden variety panic attack.,SI101,1240370,1243060,it's just garden variety panic attack,./silicon,F
2504,just,419,It's just a garden variety panic attack.,SI101,1240370,1243060,it's just garden variety panic attack,./silicon,F
2505,garden,419,It's just a garden variety panic attack.,SI101,1240370,1243060,it's just garden variety panic attack,./silicon,F
2506,variety,419,It's just a garden variety panic attack.,SI101,1240370,1243060,it's just garden variety panic attack,./silicon,F
2507,panic,419,It's just a garden variety panic attack.,SI101,1240370,1243060,it's just garden variety panic attack,./silicon,F
2508,attack,419,It's just a garden variety panic attack.,SI101,1240370,1243060,it's just garden variety panic attack,./silicon,F
2509,welcome,420,Welcome to Silicon Valley.,SI101,1243070,1244690,welcome to silicon valley,./silicon,F
2510,to,420,Welcome to Silicon Valley.,SI101,1243070,1244690,welcome to silicon valley,./silicon,F
2511,silicon,420,Welcome to Silicon Valley.,SI101,1243070,1244690,welcome to silicon valley,./silicon,F
2512,valley,420,Welcome to Silicon Valley.,SI101,1243070,1244690,welcome to silicon valley,./silicon,F
2513,we,421,We see people like you all the time.,SI101,1244700,1246560,we see people like you all time,./silicon,F
2514,see,421,We see people like you all the time.,SI101,1244700,1246560,we see people like you all time,./silicon,F
2515,people,421,We see people like you all the time.,SI101,1244700,1246560,we see people like you all time,./silicon,F
2516,like,421,We see people like you all the time.,SI101,1244700,1246560,we see people like you all time,./silicon,F
2517,you,421,We see people like you all the time.,SI101,1244700,1246560,we see people like you all time,./silicon,F
2518,all,421,We see people like you all the time.,SI101,1244700,1246560,we see people like you all time,./silicon,F
2519,time,421,We see people like you all the time.,SI101,1244700,1246560,we see people like you all time,./silicon,F
2520,really,422,Really?  - Yes.,SI101,1246570,1248280,really  yes,./silicon,F
2521,,422,Really?  - Yes.,SI101,1246570,1248280,really  yes,./silicon,F
2522,yes,422,Really?  - Yes.,SI101,1246570,1248280,really  yes,./silicon,F
2523,it's,423,It's just I have to make  this decision by tomorrow.,SI101,1248290,1250700,it's just i have to make this decision by tomorrow,./silicon,F
2524,just,423,It's just I have to make  this decision by tomorrow.,SI101,1248290,1250700,it's just i have to make this decision by tomorrow,./silicon,F
2525,i,423,It's just I have to make  this decision by tomorrow.,SI101,1248290,1250700,it's just i have to make this decision by tomorrow,./silicon,F
2526,have,423,It's just I have to make  this decision by tomorrow.,SI101,1248290,1250700,it's just i have to make this decision by tomorrow,./silicon,F
2527,to,423,It's just I have to make  this decision by tomorrow.,SI101,1248290,1250700,it's just i have to make this decision by tomorrow,./silicon,F
2528,make,423,It's just I have to make  this decision by tomorrow.,SI101,1248290,1250700,it's just i have to make this decision by tomorrow,./silicon,F
2529,this,423,It's just I have to make  this decision by tomorrow.,SI101,1248290,1250700,it's just i have to make this decision by tomorrow,./silicon,F
2530,decision,423,It's just I have to make  this decision by tomorrow.,SI101,1248290,1250700,it's just i have to make this decision by tomorrow,./silicon,F
2531,by,423,It's just I have to make  this decision by tomorrow.,SI101,1248290,1250700,it's just i have to make this decision by tomorrow,./silicon,F
2532,tomorrow,423,It's just I have to make  this decision by tomorrow.,SI101,1248290,1250700,it's just i have to make this decision by tomorrow,./silicon,F
2533,yeah,424,"Yeah. You know, a while back,",SI101,1250710,1252240,yeah you know while back,./silicon,F
2534,you,424,"Yeah. You know, a while back,",SI101,1250710,1252240,yeah you know while back,./silicon,F
2535,know,424,"Yeah. You know, a while back,",SI101,1250710,1252240,yeah you know while back,./silicon,F
2536,while,424,"Yeah. You know, a while back,",SI101,1250710,1252240,yeah you know while back,./silicon,F
2537,back,424,"Yeah. You know, a while back,",SI101,1250710,1252240,yeah you know while back,./silicon,F
2538,we,425,"we had a guy in here in almost  the exact same situation,",SI101,1252250,1254490,we had guy in here in almost exact same situation,./silicon,F
2539,had,425,"we had a guy in here in almost  the exact same situation,",SI101,1252250,1254490,we had guy in here in almost exact same situation,./silicon,F
2540,guy,425,"we had a guy in here in almost  the exact same situation,",SI101,1252250,1254490,we had guy in here in almost exact same situation,./silicon,F
2541,in,425,"we had a guy in here in almost  the exact same situation,",SI101,1252250,1254490,we had guy in here in almost exact same situation,./silicon,F
2542,here,425,"we had a guy in here in almost  the exact same situation,",SI101,1252250,1254490,we had guy in here in almost exact same situation,./silicon,F
2543,in,425,"we had a guy in here in almost  the exact same situation,",SI101,1252250,1254490,we had guy in here in almost exact same situation,./silicon,F
2544,almost,425,"we had a guy in here in almost  the exact same situation,",SI101,1252250,1254490,we had guy in here in almost exact same situation,./silicon,F
2545,exact,425,"we had a guy in here in almost  the exact same situation,",SI101,1252250,1254490,we had guy in here in almost exact same situation,./silicon,F
2546,same,425,"we had a guy in here in almost  the exact same situation,",SI101,1252250,1254490,we had guy in here in almost exact same situation,./silicon,F
2547,situation,425,"we had a guy in here in almost  the exact same situation,",SI101,1252250,1254490,we had guy in here in almost exact same situation,./silicon,F
2548,"""take",426,"""take the money or keep the company.""",SI101,1254500,1257370,"""take money or keep company""",./silicon,F
2549,money,426,"""take the money or keep the company.""",SI101,1254500,1257370,"""take money or keep company""",./silicon,F
2550,or,426,"""take the money or keep the company.""",SI101,1254500,1257370,"""take money or keep company""",./silicon,F
2551,keep,426,"""take the money or keep the company.""",SI101,1254500,1257370,"""take money or keep company""",./silicon,F
2552,"company""",426,"""take the money or keep the company.""",SI101,1254500,1257370,"""take money or keep company""",./silicon,F
2553,what,427,What happened?,SI101,1257380,1258540,what happened,./silicon,F
2554,happened,427,What happened?,SI101,1257380,1258540,what happened,./silicon,F
2555,well,428,"Well, a couple months later",SI101,1258550,1261330,well couple months later,./silicon,F
2556,couple,428,"Well, a couple months later",SI101,1258550,1261330,well couple months later,./silicon,F
2557,months,428,"Well, a couple months later",SI101,1258550,1261330,well couple months later,./silicon,F
2558,later,428,"Well, a couple months later",SI101,1258550,1261330,well couple months later,./silicon,F
2559,he,429,he was brought into the ER with  a self-inflicted gunshot wound.,SI101,1261340,1264710,he was brought into er with selfinflicted gunshot wound,./silicon,F
2560,was,429,he was brought into the ER with  a self-inflicted gunshot wound.,SI101,1261340,1264710,he was brought into er with selfinflicted gunshot wound,./silicon,F
2561,brought,429,he was brought into the ER with  a self-inflicted gunshot wound.,SI101,1261340,1264710,he was brought into er with selfinflicted gunshot wound,./silicon,F
2562,into,429,he was brought into the ER with  a self-inflicted gunshot wound.,SI101,1261340,1264710,he was brought into er with selfinflicted gunshot wound,./silicon,F
2563,er,429,he was brought into the ER with  a self-inflicted gunshot wound.,SI101,1261340,1264710,he was brought into er with selfinflicted gunshot wound,./silicon,F
2564,with,429,he was brought into the ER with  a self-inflicted gunshot wound.,SI101,1261340,1264710,he was brought into er with selfinflicted gunshot wound,./silicon,F
2565,selfinflicted,429,he was brought into the ER with  a self-inflicted gunshot wound.,SI101,1261340,1264710,he was brought into er with selfinflicted gunshot wound,./silicon,F
2566,gunshot,429,he was brought into the ER with  a self-inflicted gunshot wound.,SI101,1261340,1264710,he was brought into er with selfinflicted gunshot wound,./silicon,F
2567,wound,429,he was brought into the ER with  a self-inflicted gunshot wound.,SI101,1261340,1264710,he was brought into er with selfinflicted gunshot wound,./silicon,F
2568,i,430,I guess he really regretted  not taking that money.,SI101,1264720,1266580,i guess he really regretted not taking that money,./silicon,F
2569,guess,430,I guess he really regretted  not taking that money.,SI101,1264720,1266580,i guess he really regretted not taking that money,./silicon,F
2570,he,430,I guess he really regretted  not taking that money.,SI101,1264720,1266580,i guess he really regretted not taking that money,./silicon,F
2571,really,430,I guess he really regretted  not taking that money.,SI101,1264720,1266580,i guess he really regretted not taking that money,./silicon,F
2572,regretted,430,I guess he really regretted  not taking that money.,SI101,1264720,1266580,i guess he really regretted not taking that money,./silicon,F
2573,not,430,I guess he really regretted  not taking that money.,SI101,1264720,1266580,i guess he really regretted not taking that money,./silicon,F
2574,taking,430,I guess he really regretted  not taking that money.,SI101,1264720,1266580,i guess he really regretted not taking that money,./silicon,F
2575,that,430,I guess he really regretted  not taking that money.,SI101,1264720,1266580,i guess he really regretted not taking that money,./silicon,F
2576,money,430,I guess he really regretted  not taking that money.,SI101,1264720,1266580,i guess he really regretted not taking that money,./silicon,F
2577,he,431,He shot himself because  he turned down the money?,SI101,1266590,1269800,he shot himself because he turned down money,./silicon,F
2578,shot,431,He shot himself because  he turned down the money?,SI101,1266590,1269800,he shot himself because he turned down money,./silicon,F
2579,himself,431,He shot himself because  he turned down the money?,SI101,1266590,1269800,he shot himself because he turned down money,./silicon,F
2580,because,431,He shot himself because  he turned down the money?,SI101,1266590,1269800,he shot himself because he turned down money,./silicon,F
2581,he,431,He shot himself because  he turned down the money?,SI101,1266590,1269800,he shot himself because he turned down money,./silicon,F
2582,turned,431,He shot himself because  he turned down the money?,SI101,1266590,1269800,he shot himself because he turned down money,./silicon,F
2583,down,431,He shot himself because  he turned down the money?,SI101,1266590,1269800,he shot himself because he turned down money,./silicon,F
2584,money,431,He shot himself because  he turned down the money?,SI101,1266590,1269800,he shot himself because he turned down money,./silicon,F
2585,yeah,432,Yeah.,SI101,1269810,1271470,yeah,./silicon,F
2586,or,433,"Or no, he took the money.",SI101,1271480,1273770,or no he took money,./silicon,F
2587,no,433,"Or no, he took the money.",SI101,1271480,1273770,or no he took money,./silicon,F
2588,he,433,"Or no, he took the money.",SI101,1271480,1273770,or no he took money,./silicon,F
2589,took,433,"Or no, he took the money.",SI101,1271480,1273770,or no he took money,./silicon,F
2590,money,433,"Or no, he took the money.",SI101,1271480,1273770,or no he took money,./silicon,F
2591,or,434,Or no.,SI101,1273770,1275760,or no,./silicon,F
2592,no,434,Or no.,SI101,1273770,1275760,or no,./silicon,F
2593,no,435,"No, he did not. I don't... You know what?",SI101,1275770,1277140,no he did not i don't you know what,./silicon,F
2594,he,435,"No, he did not. I don't... You know what?",SI101,1275770,1277140,no he did not i don't you know what,./silicon,F
2595,did,435,"No, he did not. I don't... You know what?",SI101,1275770,1277140,no he did not i don't you know what,./silicon,F
2596,not,435,"No, he did not. I don't... You know what?",SI101,1275770,1277140,no he did not i don't you know what,./silicon,F
2597,i,435,"No, he did not. I don't... You know what?",SI101,1275770,1277140,no he did not i don't you know what,./silicon,F
2598,don't,435,"No, he did not. I don't... You know what?",SI101,1275770,1277140,no he did not i don't you know what,./silicon,F
2599,you,435,"No, he did not. I don't... You know what?",SI101,1275770,1277140,no he did not i don't you know what,./silicon,F
2600,know,435,"No, he did not. I don't... You know what?",SI101,1275770,1277140,no he did not i don't you know what,./silicon,F
2601,what,435,"No, he did not. I don't... You know what?",SI101,1275770,1277140,no he did not i don't you know what,./silicon,F
2602,i,436,"I don't remember. But whatever it was,",SI101,1277150,1278770,i don't remember but whatever was,./silicon,F
2603,don't,436,"I don't remember. But whatever it was,",SI101,1277150,1278770,i don't remember but whatever was,./silicon,F
2604,remember,436,"I don't remember. But whatever it was,",SI101,1277150,1278770,i don't remember but whatever was,./silicon,F
2605,but,436,"I don't remember. But whatever it was,",SI101,1277150,1278770,i don't remember but whatever was,./silicon,F
2606,whatever,436,"I don't remember. But whatever it was,",SI101,1277150,1278770,i don't remember but whatever was,./silicon,F
2607,was,436,"I don't remember. But whatever it was,",SI101,1277150,1278770,i don't remember but whatever was,./silicon,F
2608,he,437,he regretted it so much that  he ended up shooting himself.,SI101,1278770,1280560,he regretted so much that he ended up shooting himself,./silicon,F
2609,regretted,437,he regretted it so much that  he ended up shooting himself.,SI101,1278770,1280560,he regretted so much that he ended up shooting himself,./silicon,F
2610,so,437,he regretted it so much that  he ended up shooting himself.,SI101,1278770,1280560,he regretted so much that he ended up shooting himself,./silicon,F
2611,much,437,he regretted it so much that  he ended up shooting himself.,SI101,1278770,1280560,he regretted so much that he ended up shooting himself,./silicon,F
2612,that,437,he regretted it so much that  he ended up shooting himself.,SI101,1278770,1280560,he regretted so much that he ended up shooting himself,./silicon,F
2613,he,437,he regretted it so much that  he ended up shooting himself.,SI101,1278770,1280560,he regretted so much that he ended up shooting himself,./silicon,F
2614,ended,437,he regretted it so much that  he ended up shooting himself.,SI101,1278770,1280560,he regretted so much that he ended up shooting himself,./silicon,F
2615,up,437,he regretted it so much that  he ended up shooting himself.,SI101,1278770,1280560,he regretted so much that he ended up shooting himself,./silicon,F
2616,shooting,437,he regretted it so much that  he ended up shooting himself.,SI101,1278770,1280560,he regretted so much that he ended up shooting himself,./silicon,F
2617,himself,437,he regretted it so much that  he ended up shooting himself.,SI101,1278770,1280560,he regretted so much that he ended up shooting himself,./silicon,F
2618,and,438,And now he's blind.  - He's blind?,SI101,1280570,1282900,and now he's blind  he's blind,./silicon,F
2619,now,438,And now he's blind.  - He's blind?,SI101,1280570,1282900,and now he's blind  he's blind,./silicon,F
2620,he's,438,And now he's blind.  - He's blind?,SI101,1280570,1282900,and now he's blind  he's blind,./silicon,F
2621,blind,438,And now he's blind.  - He's blind?,SI101,1280570,1282900,and now he's blind  he's blind,./silicon,F
2622,,438,And now he's blind.  - He's blind?,SI101,1280570,1282900,and now he's blind  he's blind,./silicon,F
2623,he's,438,And now he's blind.  - He's blind?,SI101,1280570,1282900,and now he's blind  he's blind,./silicon,F
2624,blind,438,And now he's blind.  - He's blind?,SI101,1280570,1282900,and now he's blind  he's blind,./silicon,F
2625,yeah,439,"Yeah, just fyi, if you're  ever gonna shoot yourself,",SI101,1282910,1284820,yeah just fyi if you're ever gonna shoot yourself,./silicon,F
2626,just,439,"Yeah, just fyi, if you're  ever gonna shoot yourself,",SI101,1282910,1284820,yeah just fyi if you're ever gonna shoot yourself,./silicon,F
2627,fyi,439,"Yeah, just fyi, if you're  ever gonna shoot yourself,",SI101,1282910,1284820,yeah just fyi if you're ever gonna shoot yourself,./silicon,F
2628,if,439,"Yeah, just fyi, if you're  ever gonna shoot yourself,",SI101,1282910,1284820,yeah just fyi if you're ever gonna shoot yourself,./silicon,F
2629,you're,439,"Yeah, just fyi, if you're  ever gonna shoot yourself,",SI101,1282910,1284820,yeah just fyi if you're ever gonna shoot yourself,./silicon,F
2630,ever,439,"Yeah, just fyi, if you're  ever gonna shoot yourself,",SI101,1282910,1284820,yeah just fyi if you're ever gonna shoot yourself,./silicon,F
2631,gonna,439,"Yeah, just fyi, if you're  ever gonna shoot yourself,",SI101,1282910,1284820,yeah just fyi if you're ever gonna shoot yourself,./silicon,F
2632,shoot,439,"Yeah, just fyi, if you're  ever gonna shoot yourself,",SI101,1282910,1284820,yeah just fyi if you're ever gonna shoot yourself,./silicon,F
2633,yourself,439,"Yeah, just fyi, if you're  ever gonna shoot yourself,",SI101,1282910,1284820,yeah just fyi if you're ever gonna shoot yourself,./silicon,F
2634,don't,440,"don't hold the gun up to your temple, ok?",SI101,1284830,1286440,don't hold gun up to your temple ok,./silicon,F
2635,hold,440,"don't hold the gun up to your temple, ok?",SI101,1284830,1286440,don't hold gun up to your temple ok,./silicon,F
2636,gun,440,"don't hold the gun up to your temple, ok?",SI101,1284830,1286440,don't hold gun up to your temple ok,./silicon,F
2637,up,440,"don't hold the gun up to your temple, ok?",SI101,1284830,1286440,don't hold gun up to your temple ok,./silicon,F
